,season,TOT,age,corsi_for,corsi_against,corsi_pct,corsi_rel_pct,fenwick_for,fenwick_against,fenwick_pct,fenwick_rel_pct,on_ice_shot_pct,on_ice_sv_pct,pdo,zs_offense_pct,zs_defense_pct
1,2011-12,MIN,20,40,73,35.4,-8.8,29,58,33.3,-11.,9.1,88.9,98.0,51.7,48.3
2,2012-13,MIN,21,183,216,45.9,-6.6,141,158,47.2,-5.8,9.3,94.7,104.,41.6,58.4
3,2013-14,MIN,22,198,259,43.3,-5.0,151,201,42.9,-5.3,7.5,95.3,102.,57.3,42.7
4,2014-15,MIN,23,641,547,54.0,2.6,483,418,53.6,0.8,8.6,87.5,96.1,53.8,46.2
5,2015-16,MIN,24,867,884,49.5,2.1,648,648,50.0,1.9,7.5,91.7,99.2,50.9,49.1
6,2016-17,MIN,25,237,254,48.3,-1.7,183,184,49.9,0.8,13.4,95.3,108.,51.6,48.4
