,season,TOT,age,corsi_for,corsi_against,corsi_pct,corsi_rel_pct,fenwick_for,fenwick_against,fenwick_pct,fenwick_rel_pct,on_ice_shot_pct,on_ice_sv_pct,pdo,zs_offense_pct,zs_defense_pct
1,2010-11,BOS,19,761,802,48.7,-4.5,560,614,47.7,-5.1,6.1,93.9,100.,51.2,48.8
2,2011-12,BOS,20,1339,917,59.4,5.5,980,686,58.8,6.0,10.8,91.9,102.,56.4,43.6
3,2012-13,BOS,21,850,557,60.4,7.1,644,422,60.4,7.9,9.4,93.8,103.,54.2,45.8
4,2013-14,DAL,22,1306,1166,52.8,2.7,998,872,53.4,3.2,10.4,91.7,102.,57.9,42.1
5,2014-15,DAL,23,1235,1043,54.2,3.8,912,794,53.5,2.0,10.5,89.4,99.8,55.0,45.0
6,2015-16,DAL,24,1281,1054,54.9,3.2,939,782,54.6,2.8,10.3,88.8,99.1,56.6,43.4
7,2016-17,DAL,25,356,353,50.2,3.4,265,253,51.2,3.5,9.8,86.3,96.1,45.0,55.0
