,season,TOT,age,games_played,pen_min,plus_minus,goals_ev,goals_pp,goals_sh,goals_gw,assists_ev,assists_pp,assists_sh,shot_pct,shots_attempted,shot_pct,shots_attempted,time_on_ice_avg,hits,blocks,takeaways,giveaways
1,2011-12,BUF,24,5,12,-3,0,0,0,0,0,0,0,0.0,4,0.0,4,7:48,3,0,0,1
2,2012-13,NYI,25,16,20,-5,0,0,0,0,1,0,0,0.0,13,0.0,13,11:57,24,15,3,6
