,season,TOT,age,corsi_for,corsi_against,corsi_pct,corsi_rel_pct,fenwick_for,fenwick_against,fenwick_pct,fenwick_rel_pct,on_ice_shot_pct,on_ice_sv_pct,pdo,zs_offense_pct,zs_defense_pct
1,2011-12,CHI,19,14,25,35.9,-25.,12,22,35.3,-34.,0.0,100.,100.,62.5,37.5
2,2012-13,CHI,20,636,485,56.7,1.5,490,356,57.9,1.5,9.4,93.3,102.,57.1,42.9
3,2013-14,CHI,21,1128,811,58.2,0.4,832,608,57.8,0.1,10.0,90.3,100.,64.2,35.8
4,2014-15,CHI,22,1168,995,54.0,0.1,851,744,53.4,0.5,8.5,92.7,101.,57.6,42.4
5,2015-16,CBJ,23,1094,1076,50.4,2.9,798,794,50.1,1.8,9.6,90.6,100.,52.8,47.2
6,2016-17,CBJ,24,300,251,54.4,6.4,223,188,54.3,6.7,12.2,92.2,104.,54.6,45.4
