,name,goals_ev,goals_pp,goals_sh,assists_ev,assists_pp,assists_sh
0,macenma01,0.0400842479433,0.00143703164434,0.00504235016103,0.0672273841636,0.00271517724799,0.00130744844985
1,staffdr01,0.135491514508,0.0575209901777,0.00577609761671,0.251557539417,0.103419402647,0.00723693050049
2,rangepa01,0.0991031416203,0.00980680232143,0.00762416389384,0.0904241772992,0.0105277473165,0.00144478927897
3,collije01,0.0452528977115,0.010183972565,0.000210540920718,0.0908920861377,0.00742687980285,0.0
4,fransco01,0.125947520654,0.029625648626,0.00828999947454,0.197615876105,0.0713236616444,0.00549184482176
5,scevico01,0.0880886952343,0.0281481987905,0.00285253438635,0.194102063595,0.0617039416813,0.0040713720193
6,fabbrro01,0.0719229047126,0.0229117161791,0.0,0.10442306995,0.0281310139193,0.000169710959611
7,brodzky01,0.0826882990687,0.0147249409684,0.00399579596348,0.171520684685,0.0526771872519,0.00502745968629
8,richami02,0.071616117353,0.0274833774731,0.00143300761631,0.200099702066,0.0832974276424,0.00244083875552
9,jurcoto01,0.0648076164737,0.00826477255666,0.00142711793083,0.107861128405,0.0180765689267,0.00330828794656
10,molleos01,0.0615809625329,0.0119234588843,0.000946850487103,0.113198271566,0.0196686953363,0.00200122578865
11,calvema01,0.0593018085777,0.0171804591041,0.0,0.173596450318,0.0315191673812,0.0
12,oleksja01,0.0522079023804,0.00672997096274,0.0,0.0794861678815,0.00713903028052,0.0
13,kanebo01,0.0401209421265,0.00462529111409,0.000631764240242,0.108016357952,0.00611277114133,0.00407996359095
14,yakimbo01,0.123790473085,0.0204520521016,0.00091028820899,0.133466253308,0.0586257652144,0.00151454091168
15,beechkr01,0.0891286391119,0.0266110988086,0.00244363331561,0.146947071604,0.0423436445113,0.00166593040833
16,emingst01,0.0313017895777,0.0052601663904,0.0,0.0611017509487,0.00132695580857,0.00220371317418
17,catenda01,0.0848240166676,0.00757436266571,0.000100504740389,0.0871281257413,0.0102195270618,0.000307097817855
18,radivbr01,0.0654667000856,0.00557038181548,0.00627976733535,0.158390402369,0.0115692364481,0.00692998749149
19,cumisky01,0.032990302092,0.00900973760781,0.0,0.0889691958884,0.0180318830199,0.000869035433387
20,tambeje01,0.0736581148551,0.00804166746621,0.000605493846803,0.0955965462267,0.0241891141955,0.0
21,nolanjo01,0.0362661775151,0.00377083718528,0.000473340187033,0.0744000702873,0.00905950056912,0.00141912103434
22,lindees01,0.0302533173968,0.00195050078708,0.000218019554722,0.14630251215,0.0110730543556,0.00110991773313
23,poulibe01,0.0507664539988,0.00313728968986,0.00191979367737,0.108380686615,0.00895764393672,0.0025422425232
24,tikhovi01,0.0444939990917,0.00323986058715,0.00526515268426,0.112429556965,0.0128897430677,0.00392648763453
25,suthebr01,0.0336000800425,0.00231723354594,0.000153675643529,0.100388347992,0.00252379284688,0.00579238470032
26,barkoal01,0.0567477316671,0.0175377733865,0.00102680919312,0.150341788111,0.0452482486852,0.00274880348565
27,teubeco01,0.0336495189588,0.00387681665528,0.00306860098419,0.0808261351817,0.00991363897623,0.00100271109223
28,brickco01,0.0217067971933,0.00461310004304,0.00455093776685,0.126143354525,0.00494143440373,0.000675273004451
29,dipenjo01,0.0554575146228,0.00498307956603,0.00153105737294,0.0859833406017,0.006172215338,0.00230075465871
30,theodsh01,0.0571078798969,0.0107637633451,0.0,0.0945222248686,0.041045930574,0.000661268643818
31,vasicjo01,0.0875875830938,0.0214308821723,0.00575923807756,0.188377383715,0.0574040379098,0.00836562526749
32,marchal01,0.0584201204837,0.000376008885692,0.0,0.0630871555804,0.007538352523,0.0
33,cousini01,0.0572993886643,0.0018904047084,0.0,0.0621139064853,0.0163576629595,0.00178807342587
34,buchnpa01,0.105640694474,0.0132475818143,0.00564566810547,0.13140420605,0.0306659534933,0.00161282849159
35,prustbr01,0.0409792260158,0.00162383394566,0.00731975212789,0.101829776421,0.00761931912325,0.00199620350719
36,gaborma01,0.20005809857,0.0816356820437,0.00225783019824,0.266150324497,0.122232699769,0.00374380588076
37,granbpe01,0.0861434005168,0.0,0.0,0.120597287157,0.00954059875244,0.00187923585438
38,johnsja02,0.0996386640314,0.0191406417218,0.00252266265707,0.12280378155,0.0350193855364,0.00445675389765
39,laichbr01,0.0658629005667,0.0258494248824,0.00325375339779,0.13809331532,0.0380701654393,0.00278648094894
40,duclaan01,0.0471277932659,0.0131688114073,0.00207033719847,0.087140539465,0.0179608984281,0.00129478619784
41,jackmba01,0.0564469840866,0.00654701266814,0.00297133999481,0.148852667008,0.0176548102457,0.0046087910705
42,reinhgr01,0.0351371755778,0.00259592805624,0.0010987766094,0.100188852637,0.00315454962947,0.00303786098131
43,nesteni01,0.111339089271,0.0203918799833,0.000945159680663,0.152110819213,0.0599435767181,0.00162687861569
44,danoma01,0.0459474354069,0.00535818491344,0.000904766875363,0.0849284138802,0.0169555236491,0.000195521655269
45,larssja01,0.0644506831894,0.0207595084788,0.00022189363803,0.17154966668,0.0336775869788,0.000994850264771
46,kosmasc01,0.0592748050015,0.0130218602861,0.0,0.107237006855,0.0185375048854,0.000218508390969
47,loovvi01,0.0749218228976,0.00144417408721,0.000642331282852,0.0998634105655,0.00513984603429,0.0
48,legwada01,0.11093112503,0.0435129441334,0.00529618123032,0.250588617647,0.108465525065,0.00441693104151
49,hicketh01,0.064986109788,0.00794988231716,0.0025563461679,0.12149425611,0.0289860753013,0.00159019757108
50,wallini01,0.0555424927972,0.0111945591719,0.00249516674862,0.167652411606,0.0432649716725,0.00585094876541
51,kontipe01,0.0226021478044,0.00219813780741,0.00024963931713,0.101041543942,0.00251231566972,0.00154093486442
52,fleisto01,0.144887597297,0.0415591358065,0.00674655657456,0.216145943756,0.0751151346277,0.00687756081096
53,maattol01,0.0655189578978,0.0128308057525,0.0,0.136195789632,0.0170923339409,0.00151201744687
54,perrema01,0.0531944773823,0.010959357672,0.00207704940148,0.0992576110491,0.0310039563863,0.00234976386476
55,stonema01,0.0373956140607,0.00579056035527,0.00109273026046,0.102320502007,0.00958721678783,0.000250536490259
56,frattma01,0.0266640827679,0.00908799896697,0.000340229955483,0.107736608798,0.0131754332455,0.00206719838695
57,fishemi01,0.114013027006,0.0557834294794,0.00189443133294,0.210748654591,0.124543538344,0.00350346600701
58,corvojo01,0.150647250804,0.07038341279,0.00304721190879,0.242002052598,0.152900478123,0.0040666656843
59,klefbos01,0.075453388843,0.0198076430573,0.00280107059752,0.153891039912,0.0280931750624,0.0026276504873
60,pyattto01,0.0388205406347,0.00497529397952,0.00219434109246,0.0950338058146,0.00639623375497,0.00278619714899
61,horakro01,0.0399888645911,0.00136988229439,0.0,0.0402772633141,0.00209819061127,0.000251566785349
62,proutda01,0.00320200531569,0.00029631817148,0.00029631817148,0.0494177591445,0.0171171852386,0.000888954514439
63,stewach02,0.0560838305316,0.0165201644906,0.00273943031464,0.106101618126,0.0392273803699,0.000984975507638
64,tukonla01,0.0385085673374,0.00795733400221,0.0,0.0732388803271,0.00893955360069,0.000514145840077
65,visnolu01,0.103249358756,0.0524489719414,0.00334489769994,0.223576064723,0.144897040519,0.00437159158037
66,marinma01,0.0841848543069,0.0187454493966,0.00146607962943,0.0916309675251,0.0229330801438,0.00185577182546
67,sedinda01,0.165682310289,0.0788319572867,0.00616463732939,0.250734615247,0.162246818866,0.00519002482753
68,andrean01,0.0535453621497,0.000444973512542,0.00104891686537,0.116465597114,0.00374822804193,0.000372107733237
69,blundmi01,0.012406906756,0.000607860645591,0.0,0.0774251244246,0.00180617185282,0.000303930322796
70,mormijo01,0.0844550858047,0.00293223456549,0.000145883519659,0.0521767471141,0.00601411269438,0.0
71,cliffky01,0.0775137057819,0.0276294762301,0.00119426433586,0.148255317233,0.0215262231553,0.00271534177492
72,kolankr01,0.0748874435853,0.00935414397943,0.000950612064528,0.121406781029,0.028385869672,0.00351176868667
73,tryamni01,0.0616282918526,0.0107176676187,0.00331061194294,0.117306548558,0.0192479437181,0.00219625054689
74,toewsjo01,0.150912127581,0.0252152815233,0.0108105508227,0.211428561252,0.0622720458931,0.00526330217604
75,wingeto01,0.065618528658,0.0278106044549,0.000792699596891,0.157674976549,0.054062616339,0.000838073842542
76,burakan01,0.0547924146532,0.0190329370756,0.00129939789269,0.147099512148,0.0536847809878,0.00371141827677
77,staaljo01,0.14966725271,0.0333488856535,0.0148001602436,0.205310264186,0.0667686437306,0.00682067479918
78,lojekma01,0.0371078502371,0.00461980130255,0.0,0.061574737357,0.020021923122,0.000111421685354
79,silfvja01,0.138904579176,0.035439060207,0.00338359111251,0.198385034905,0.0933141719254,0.00337769210393
80,giontbr01,0.170431428604,0.0908295736161,0.00924248139367,0.251353000108,0.160833201047,0.004926356259
81,wennbal01,0.0569088248808,0.00530626938769,0.0,0.0814362900927,0.0158196975741,0.00193347501285
82,engelde01,0.0857530022678,0.00283635832714,0.000507656477927,0.0870707719597,0.00642634298154,0.0
83,paliomi01,0.0495236344364,0.00453085592801,0.000968230114334,0.114331454456,0.0387289679301,0.00359767441643
84,sanfoza01,0.0510937327154,0.0,0.00434928288387,0.0791270065108,0.000275461804877,0.000275461804877
85,yorkmi01,0.0621832448648,0.0151359738727,0.00283960100387,0.183451295273,0.0367514693745,0.0071217198184
86,backmch01,0.0540195708618,0.00341758635212,0.000332007179565,0.106410249543,0.0121493543382,0.00324642006514
87,rantami01,0.100302956214,0.0186615350829,0.000640505261215,0.125848878816,0.0246937415282,0.00578837427224
88,borowma01,0.0222902990671,0.00214447590774,0.0,0.0910993232066,0.00261534662402,0.0
89,pirribr01,0.0348544709133,0.0100862474455,0.00355103093115,0.0998637661132,0.0165002575049,0.000180935791374
90,jurcimi01,0.0697365558934,0.0156459182664,0.0019374579984,0.122537962132,0.0350272168821,0.00198893906804
91,lecavvi01,0.114181006806,0.0527207385206,0.00258565998737,0.188889224501,0.0976149352857,0.00377708978241
92,sterlbr01,0.051994481759,0.0032918001994,0.0,0.104053109918,0.00282717931402,0.00423797778844
93,braunju01,0.131215537005,0.0297837894162,0.00496688372548,0.201128827775,0.0695701489319,0.00339663271679
94,cormipa01,0.0399493956522,0.0105703418053,0.0,0.0788975526555,0.0,0.0
95,nashri01,0.18920571249,0.094160175072,0.00807300101455,0.256845021458,0.145290921766,0.00669234587872
96,cecico01,0.0424235126221,0.00917644070063,0.000604919135174,0.0858776239212,0.0217329329162,0.00220492974689
97,bissopa01,0.0360480376025,0.0,0.0,0.0490240314467,0.0,0.0
98,hayesji01,0.0534999135375,0.00329609950051,0.0,0.101024698194,0.00666271600326,0.0
99,weypa01,0.0206529294253,0.000844742924845,0.000125917544217,0.110474960901,0.00513955713849,0.000357899155477
100,sedinhe01,0.116358279813,0.0224419897895,0.00985243137734,0.206807343661,0.074353482302,0.00618394851378
101,froloal01,0.134428678686,0.0383676198974,0.00555657149624,0.226410306682,0.0956824701867,0.0049929136544
102,fritsda01,0.0584016907523,0.00945699197427,0.00141753341136,0.131347932505,0.0141532896519,0.00446772793165
103,mcivena01,0.0333667539926,0.000775094739162,0.0,0.145669147238,0.00272268880557,0.0
104,tootojo01,0.0827981490133,0.00900812397897,0.00536126514896,0.151831022084,0.0138952414939,0.00624602047367
105,schrojo01,0.0653333818213,0.00372687103563,0.0040326124321,0.0793676345641,0.0836133279369,0.0
106,frasema01,0.028912769748,0.00815549876876,0.000577035326628,0.0922367061254,0.0186768306336,0.00062133346236
107,verstkr01,0.0421757534476,0.00425901563785,0.0,0.0444431601146,0.0166432608472,0.00449562761773
108,watsoau01,0.0619822305,0.00246847608299,0.00860204799794,0.091501377462,0.00426484506131,0.00311865920343
109,faheybr01,0.0564767479004,0.0208935592666,0.00129747749434,0.109290288765,0.023047214859,0.000210649798888
110,hortona01,0.12432850432,0.0199398709418,0.00687293273599,0.184924206513,0.0525715952635,0.00223241290342
111,streima01,0.136380845621,0.0536299617971,0.00490671714804,0.232086812073,0.134152942517,0.00505297389145
112,ritchni01,0.116587171553,0.036194049541,0.00234816312676,0.175516832116,0.0447410954582,0.00158821587237
113,erskijo01,0.0515141510709,0.0103581939521,0.00250812204713,0.122980675493,0.0115943171663,0.00267247274153
114,regnebr01,0.0398809381267,0.00329136679517,0.000227855286638,0.0636991287984,0.00928752950483,0.000227855286638
